161.19,0
289.14,0
40.084,1
40.432,1
138.77,0
32.471,0
123.11,0
236.67,1
17.607,0
11.518,1
39.869,1
29.232,0
58.725,1
148.67,0
27.514,0
137.56,0
123.19,1
52.662,0
125.5,0
115.3,0
62.385,1
38.08,1
27.186,1
11.045,1
57.662,1
51.584,1
100.5,1
100.24,1
16.15,0
30.865,1
15.662,1
57.967,1
134.39,0
184.19,1
41.752,1
81.764,0
222.35,0
149.8,0
23.15,0
107.98,1
113.31,0
2.8418,0
26.369,0
34.678,1
194.35,1
139.11,0
68.775,1
177.1,0
144.39,1
49.471,1
153.28,1
146.93,1
47.416,1
117.13,1
58.877,0
93.518,0
60.299,0
56.873,1
71.018,0
64.717,1
57.31,0
61.232,1
90.978,1
8.1114,1
220.72,0
109.99,0
49.436,1
209.15,0
72.256,1
89.982,0
54.221,0
249.89,0
104.9,0
14.143,0
27.201,1
170.01,1
6.4511,0
79.018,0
79.061,0
226.94,1
100.98,1
31.287,0
161.06,1
169.75,1
24.486,1
125.46,1
56.916,1
101.88,1
25.943,1
85.662,1
68.396,1
56.037,1
247.21,0
47.764,1
214.58,1
18.084,1
99.666,0
215.35,1
32.893,0
146.99,0
59.4,1
246.35,0
50.525,1
140.97,1
289.78,0
40.588,0
42.08,0
111.81,0
12.408,0
161.19,0
97.15,0
75.51,0
48.471,1
99.51,0
79.4,1
36.6,1
70.041,0
110.71,1
97.982,0
37.455,1
15.197,1
60.025,1
52.721,1
68.037,0
103.89,1
54.275,1
84.076,1
46.939,1
149.03,1
41.428,1
13.287,1
234.04,1
62.662,0
34.834,0
72.299,1
287.08,1
82.783,0
60.029,0
23.158,0
219.92,1
142.3,1
129.03,1
91.127,1
213.32,1
110.03,1
71.799,1
54.611,1
0.58794,0
34.701,1
56.287,1
17.432,1
33.619,1
21.33,1
74.451,1
73.908,1
82.51,1
25.514,1
14.213,1
10.588,1
22.943,1
130.86,0
230.72,0
1.2793,1
194.4,1
134.67,1
57.732,0
0.63087,1
187.99,1
125.87,0
285.38,0
291.4,0
249.08,1
208.85,1
28.951,0
21.193,0
164.53,0
50.353,0
115.76,1
15.623,1
92.576,1
85.639,1
93.275,1
79.67,1
408.93,1
46.564,1
49.818,0
65.713,1
325.13,1
353.54,0
1.5294,1
78.412,1
131.02,0
184.68,1
303.68,1
36.533,1
172.73,0
209.56,0
9.1895,0
60.018,1
189.69,1
238.21,0
90.244,0
26.178,1
123.65,0
182.47,1
46.514,0
16.693,0
136.69,1
151.67,1
134.25,1
173.5,1
88.838,1
85.998,1
54.982,1
146.57,1
100.09,1
24.533,1
32.896,1
27.072,1
35.275,1
7.5331,1
41.014,1
103.36,1
48.037,1
216.84,0
270.77,0
185.45,0
262.48,1
275.48,1
154.55,0
28.236,1
92.205,1
149.36,1
292.52,1
310.65,0
100.99,1
112.16,0
12.943,1
291.62,1
175.36,0
145.17,0
121.99,1
56.06,0
381.74,0
39.799,0
12.865,0
103.03,0
121.22,1
14.549,1
31.635,1
19.557,1
98.975,1
53.814,1
2.9551,1
16.053,1
39.369,1
120.51,0
134.16,0
122.36,0
168.32,1
103.37,0
44.197,0
12.256,0
254.66,1
127.9,0
25.193,1
33.615,1
241.76,1
136.49,1
181.91,1
5.7754,0
138.37,0
128.44,1
264.19,0
97.064,1
142.14,1
63.639,1
88.939,1
85.436,1
20.369,1
59.826,1
149.58,1
43.322,1
79.037,1
360.21,0
2.1816,1
1.455,1
21.393,1
185.64,0
153.44,1
68.139,0
243.32,0
229.77,1
298.64,0
26.154,1
203.67,1
179.49,0
54.064,0
88.33,0
142,1
229.08,0
10.119,0
13.162,1
189.56,0
51.896,1
8.5644,1
46.705,1
140.42,1
117.23,1
69.939,1
145.47,0
77.268,1
23.955,1
30.658,1
83.182,1
17.713,1
221.14,0
65.572,1
44.596,1
10.76,1
221.33,0
47.768,1
200.12,1
139.76,1
190.64,1
67.225,1
41.896,1
158.41,1
180.41,1
0.67382,0
28.471,1
189.74,1
163.73,0
27.826,1
17.795,1
213.32,1
153.01,1
85.174,1
109.61,1
101.29,1
2.5449,1
86.021,1
126.15,1
43.002,1
65.814,1
49.135,1
46.26,1
82.518,1
33.018,1
15.412,1
6.0801,1
4.0411,1
195.56,1
270.33,0
4.5293,1
397.13,0
202.73,0
275.52,0
20.678,0
228.16,0
119.4,0
57.467,1
13.549,1
183.96,1
133.17,0
14.045,1
4.8692,1
15.83,0
67.018,1
81.377,1
71.998,1
56.162,1
92.736,1
19.268,1
108.45,1
22.803,0
340.67,0
36.068,1
35.018,1
45.752,0
61.686,1
18.478,1
20.166,0
96.822,1
