VE_Ashift,VE_Ashift_crr,nTrials,Condition,Phase,SpatialD,SpatialD_abs,SubjI,subjN
-0.0888501330779546,-0.0888501330779546,40,incongruent,pre,0,0,MR,9
4.21656779062955,4.21656779062955,30,incongruent,pre,8,8,MR,9
6.52242846081255,6.52242846081255,20,incongruent,pre,16,16,MR,9
5.01728374633509,5.01728374633509,10,incongruent,pre,24,24,MR,9
-8.40010805308924,8.40010805308924,10,incongruent,post,-24,24,MR,9
-4.89722337984229,4.89722337984229,20,incongruent,post,-16,16,MR,9
-2.86076160157634,2.86076160157634,30,incongruent,post,-8,8,MR,9
-0.839307316110096,-0.839307316110096,40,incongruent,post,0,0,MR,9
2.65845012094379,2.65845012094379,30,incongruent,post,8,8,MR,9
4.0735043668908,4.0735043668908,20,incongruent,post,16,16,MR,9
2.07254522370187,2.07254522370187,10,incongruent,post,24,24,MR,9
-2.00431177258272,2.00431177258272,10,congruent,pre,-24,24,ZL,10
-1.61496691294633,1.61496691294633,20,congruent,pre,-16,16,ZL,10
-1.25249459354104,1.25249459354104,30,congruent,pre,-8,8,ZL,10
1.75903506336811,1.75903506336811,40,congruent,pre,0,0,ZL,10
6.64578021226464,6.64578021226464,30,congruent,pre,8,8,ZL,10
5.70268485029553,5.70268485029553,20,congruent,pre,16,16,ZL,10
5.3519742239754,5.3519742239754,10,congruent,pre,24,24,ZL,10
-1.1823126785402,1.1823126785402,10,congruent,post,-24,24,ZL,10
-1.74588760007465,1.74588760007465,20,congruent,post,-16,16,ZL,10
-2.24755596529356,2.24755596529356,30,congruent,post,-8,8,ZL,10
1.2888603379009,1.2888603379009,40,congruent,post,0,0,ZL,10
3.23628579000337,3.23628579000337,30,congruent,post,8,8,ZL,10
1.58352571343766,1.58352571343766,20,congruent,post,16,16,ZL,10
2.12207347913681,2.12207347913681,10,congruent,post,24,24,ZL,10
-3.03850000417866,3.03850000417866,10,incongruent,pre,-24,24,ZL,10
-2.76408137661123,2.76408137661123,20,incongruent,pre,-16,16,ZL,10
-2.71992048053787,2.71992048053787,30,incongruent,pre,-8,8,ZL,10
1.55551403080804,1.55551403080804,40,incongruent,pre,0,0,ZL,10
5.95185297400221,5.95185297400221,30,incongruent,pre,8,8,ZL,10
5.74029430138901,5.74029430138901,20,incongruent,pre,16,16,ZL,10
6.50307634160484,6.50307634160484,10,incongruent,pre,24,24,ZL,10
-4.1567724338962,4.1567724338962,10,incongruent,post,-24,24,ZL,10
-3.83410875984879,3.83410875984879,20,incongruent,post,-16,16,ZL,10
-2.22132109442767,2.22132109442767,30,incongruent,post,-8,8,ZL,10
1.06460171410442,1.06460171410442,40,incongruent,post,0,0,ZL,10
5.44292819639355,5.44292819639355,30,incongruent,post,8,8,ZL,10
3.51522513000615,3.51522513000615,20,incongruent,post,16,16,ZL,10
6.30197511503607,6.30197511503607,10,incongruent,post,24,24,ZL,10
-1.32615642974545,1.32615642974545,10,congruent,pre,-24,24,RE,11
-2.8866561694312,2.8866561694312,20,congruent,pre,-16,16,RE,11
-0.784852706991801,0.784852706991801,30,congruent,pre,-8,8,RE,11
4.04847009301654,4.04847009301654,40,congruent,pre,0,0,RE,11
7.77762468230109,7.77762468230109,30,congruent,pre,8,8,RE,11
7.12738220495747,7.12738220495747,20,congruent,pre,16,16,RE,11
6.76153274446761,6.76153274446761,10,congruent,pre,24,24,RE,11
-8.10251380813981,8.10251380813981,10,congruent,post,-24,24,RE,11
-0.307575368425439,0.307575368425439,20,congruent,post,-16,16,RE,11
0.386154560584242,-0.386154560584242,30,congruent,post,-8,8,RE,11
3.9776922389848,3.9776922389848,40,congruent,post,0,0,RE,11
4.76663894293853,4.76663894293853,30,congruent,post,8,8,RE,11
3.88463919192739,3.88463919192739,20,congruent,post,16,16,RE,11
5.10092569041028,5.10092569041028,10,congruent,post,24,24,RE,11
5.42590397419958,-5.42590397419958,10,incongruent,pre,-24,24,RE,11
0.958475995907968,-0.958475995907968,20,incongruent,pre,-16,16,RE,11
-0.228867027521532,0.228867027521532,30,incongruent,pre,-8,8,RE,11
3.97733956736914,3.97733956736914,40,incongruent,pre,0,0,RE,11
9.80013666947026,9.80013666947026,30,incongruent,pre,8,8,RE,11
7.40398572922551,7.40398572922551,20,incongruent,pre,16,16,RE,11
3.96244072043441,3.96244072043441,10,incongruent,pre,24,24,RE,11
-0.395501926288942,0.395501926288942,10,incongruent,post,-24,24,RE,11
-4.79239110025181,4.79239110025181,20,incongruent,post,-16,16,RE,11
-0.754346213929338,0.754346213929338,30,incongruent,post,-8,8,RE,11
2.84003435689499,2.84003435689499,40,incongruent,post,0,0,RE,11
6.07866758148922,6.07866758148922,30,incongruent,post,8,8,RE,11
3.01143508807811,3.01143508807811,20,incongruent,post,16,16,RE,11
4.78334065126806,4.78334065126806,10,incongruent,post,24,24,RE,11
10.5157453618537,-10.5157453618537,10,congruent,pre,-24,24,MM,12
9.15167134193879,-9.15167134193879,20,congruent,pre,-16,16,MM,12
4.38220780862546,-4.38220780862546,30,congruent,pre,-8,8,MM,12
2.86433410051689,2.86433410051689,40,congruent,pre,0,0,MM,12
3.45041159981332,3.45041159981332,30,congruent,pre,8,8,MM,12
-1.54043884762385,-1.54043884762385,20,congruent,pre,16,16,MM,12
0.547969146748438,0.547969146748438,10,congruent,pre,24,24,MM,12
6.90155115642799,-6.90155115642799,10,congruent,post,-24,24,MM,12
8.08089955387158,-8.08089955387158,20,congruent,post,-16,16,MM,12
0.870800150476891,-0.870800150476891,30,congruent,post,-8,8,MM,12
2.9886417162052,2.9886417162052,40,congruent,post,0,0,MM,12
4.71326419970226,4.71326419970226,30,congruent,post,8,8,MM,12
7.52966622927947,7.52966622927947,20,congruent,post,16,16,MM,12
5.73512506888267,5.73512506888267,10,congruent,post,24,24,MM,12
-6.90226261206207,6.90226261206207,10,incongruent,pre,-24,24,MM,12
-6.29609349342076,6.29609349342076,20,incongruent,pre,-16,16,MM,12
-3.26445969329362,3.26445969329362,30,incongruent,pre,-8,8,MM,12
0.179817365672734,0.179817365672734,40,incongruent,pre,0,0,MM,12
2.57896236658955,2.57896236658955,30,incongruent,pre,8,8,MM,12
