UnityJudgment,Condition,Phase,SpatialD,SpatialD_abs,SubjI
0,incongruent,pre,0,0,NH
0,incongruent,pre,0,0,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
1,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
0,incongruent,pre,8,8,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
1,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
0,incongruent,pre,16,16,NH
1,incongruent,pre,24,24,NH
1,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,pre,24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
0,incongruent,post,-24,24,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
1,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
0,incongruent,post,-16,16,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
1,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
0,incongruent,post,-8,8,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
1,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
0,incongruent,post,0,0,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
1,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
0,incongruent,post,8,8,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
1,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,16,16,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,incongruent,post,24,24,NH
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
0,congruent,pre,-24,24,ZZ
1,congruent,pre,-16,16,ZZ
1,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
0,congruent,pre,-16,16,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
1,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
0,congruent,pre,-8,8,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
1,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
0,congruent,pre,0,0,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
1,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,8,8,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
0,congruent,pre,16,16,ZZ
1,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
0,congruent,pre,24,24,ZZ
1,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
0,congruent,post,-24,24,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
1,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
0,congruent,post,-16,16,ZZ
