VE_Vshift,VE_Vshift_crr,nTrials,Condition,Phase,SpatialD,SpatialD_abs,SubjI,subjN
0.222432187778683,0.222432187778683,40,congruent,post,0,0,MM,12
0.146381257187724,-0.146381257187724,30,congruent,post,8,8,MM,12
-0.93876367189064,0.93876367189064,20,congruent,post,16,16,MM,12
-1.43529327051737,1.43529327051737,10,congruent,post,24,24,MM,12
0.923294080013207,0.923294080013207,10,incongruent,pre,-24,24,MM,12
0.171391916480524,0.171391916480524,20,incongruent,pre,-16,16,MM,12
0.24789661607585,0.24789661607585,30,incongruent,pre,-8,8,MM,12
-0.513907034391383,-0.513907034391383,40,incongruent,pre,0,0,MM,12
-0.963253967577321,0.963253967577321,30,incongruent,pre,8,8,MM,12
-1.77413565115315,1.77413565115315,20,incongruent,pre,16,16,MM,12
-1.99818033460018,1.99818033460018,10,incongruent,pre,24,24,MM,12
1.26549497584412,1.26549497584412,10,incongruent,post,-24,24,MM,12
-0.119434661063905,-0.119434661063905,20,incongruent,post,-16,16,MM,12
0.157394869324562,0.157394869324562,30,incongruent,post,-8,8,MM,12
-0.623608675084359,-0.623608675084359,40,incongruent,post,0,0,MM,12
-1.16231226100593,1.16231226100593,30,incongruent,post,8,8,MM,12
-1.92409253096295,1.92409253096295,20,incongruent,post,16,16,MM,12
-3.27345599347935,3.27345599347935,10,incongruent,post,24,24,MM,12
-0.490442487213314,-0.490442487213314,10,congruent,pre,-24,24,LL,13
0.313887440792739,0.313887440792739,20,congruent,pre,-16,16,LL,13
0.416120701000003,0.416120701000003,30,congruent,pre,-8,8,LL,13
-0.0845918072561394,-0.0845918072561394,40,congruent,pre,0,0,LL,13
0.195481254474927,-0.195481254474927,30,congruent,pre,8,8,LL,13
-0.81687475413534,0.81687475413534,20,congruent,pre,16,16,LL,13
-0.884460717336083,0.884460717336083,10,congruent,pre,24,24,LL,13
-0.186364196699416,-0.186364196699416,10,congruent,post,-24,24,LL,13
0.541986963489664,0.541986963489664,20,congruent,post,-16,16,LL,13
0.058256299909572,0.058256299909572,30,congruent,post,-8,8,LL,13
-0.323526038857713,-0.323526038857713,40,congruent,post,0,0,LL,13
-0.175262986160381,0.175262986160381,30,congruent,post,8,8,LL,13
-0.449246329753915,0.449246329753915,20,congruent,post,16,16,LL,13
-1.9042904321564,1.9042904321564,10,congruent,post,24,24,LL,13
