subj_init,coeff_va_slope,coeff_va_intercept,coeff_px_slope,coeff_px_intercept,coeff_cm_slope,coeff_cm_intercept
LL,1.49570861566575,-2.13513391171691,1.53796010972576,-27.9802734375,1.53796010972576,-4.64516258239746
