Stimulus Location V,Responses V,RTs V,Stimulus Location A,Responses A,RTs A,Phase,sesN,SD_V,V relative to A,deMean resp V,deMean resp A,outlier V,outlier A
-17.49117774266502,-15.68914956011733,3.058997891,2.5,-6.304985337243409,6.854149298,0.0,1.0,1.1,1.0,0.45210166177906963,-0.012218963831871044,0.0,0
-17.49117774266502,-16.86217008797655,1.987923099,-7.5,-16.568914956011753,7.116302331,0.0,1.0,1.1,1.0,-0.7209188660801509,-0.5702183121537949,0.0,0
-2.587341167468933,-0.7331378299120104,2.229841444,7.5,-2.4926686217008864,2.55909682,0.0,1.0,1.1,1.0,1.3807429130009883,-5.209351580319327,0.0,0
-2.587341167468933,-3.3724340175953103,1.599808247,-2.5,-7.478005865102631,1.948206274,0.0,1.0,1.1,1.0,-1.2585532746823116,0.2362333007494435,0.0,0
-10.039259455066977,-10.410557184750758,1.398159913,2.5,-5.425219941348956,2.179968626,0.0,1.0,1.1,1.0,-0.6720430107527022,0.8675464320625812,0.0,0
-17.49117774266502,-16.275659824046926,0.99051756,-7.5,-12.463343108504432,1.684797324,0.0,1.0,1.1,1.0,-0.13440860215052552,3.5353535353535257,0.0,0
-17.49117774266502,-16.568914956011753,2.010560423,-2.5,-6.304985337243409,1.676576303,0.0,1.0,1.1,1.0,-0.4276637341153524,1.4092538286086658,0.0,0
4.864577120129113,3.665689149560109,6.619999615,7.5,-2.7859237536656845,2.0576621,0.0,1.0,1.1,1.0,-0.9815900944933245,-5.502606712284125,0.0,0
-2.587341167468933,-3.0791788856304834,3.130884116,-2.5,-8.357771260997055,1.923741046,0.0,1.0,1.1,1.0,-0.9652981427174847,-0.6435320951449803,0.0,0
-10.039259455066977,-10.997067448680383,1.681854715,7.5,-3.0791788856304834,1.840827568,0.0,1.0,1.1,1.0,-1.2585532746823276,-5.795861844248924,0.0,0
4.864577120129113,3.665689149560109,3.03240957,-7.5,-16.275659824046926,2.530278902,0.0,1.0,1.1,1.0,-0.9815900944933245,-0.27696318018896804,0.0,0
-17.49117774266502,-15.68914956011733,1.215621661,2.5,-8.651026392961882,1.826766608,0.0,1.0,1.1,1.0,0.45210166177906963,-2.358260019550344,0.0,0
-17.49117774266502,-12.463343108504432,1.50694945,2.5,-3.9589442815249356,1.748180495,0.0,1.0,1.1,1.0,3.677908113391968,2.333822091886602,0.0,0
-2.587341167468933,-4.252199413489734,2.348361127,-2.5,-6.304985337243409,1.931257623,0.0,1.0,1.1,1.0,-2.1383186705767354,1.4092538286086658,0.0,0
