Stimulus Location V,Responses V,RTs V,Stimulus Location A,Responses A,RTs A,Phase,sesN,SD_V,V relative to A,deMean resp V,deMean resp A,outlier V,outlier A
-21.393203714195348,-20.38123167155428,4.054391155,2.5,3.9589442815249356,7.197254204,0.0,1.0,1.1,1.0,-1.0467579015966209,6.223525578364302,0.0,0
-21.393203714195348,-22.434017595307935,3.241184718,-7.5,-19.794721407624653,5.652036615,0.0,1.0,1.1,1.0,-3.0995438253502776,-1.6169762137504122,0.0,0
-1.5846994933804872,0.14662756598241344,3.525867519,7.5,6.598240469208207,5.799425883,0.0,1.0,1.1,1.0,2.8999674160964566,0.42359074617139214,0.0,0
-1.5846994933804872,-3.0791788856304834,1.7133059,-2.5,-2.4926686217008864,3.14878261,0.0,1.0,1.1,1.0,-0.3258390355164402,8.048224177256444,0.0,0
-11.488951603787914,-11.876832844574807,1.982466632,2.5,3.9589442815249356,4.564422398,0.0,1.0,1.1,1.0,0.12218963831865892,6.223525578364302,0.0,0
-21.393203714195348,-20.087976539589448,3.082122587,-7.5,-17.448680351906177,3.681417664,0.0,1.0,1.1,1.0,-0.7535027696317904,0.7290648419680643,0.0,0
-21.393203714195348,-19.50146627565985,3.565109667,-2.5,-3.0791788856304834,1.7646936,0.0,1.0,1.1,1.0,-0.16699250570219348,7.461713913326847,0.0,0
8.319552617026941,7.184750733137833,3.975923341,7.5,10.703812316715528,3.348005608,0.0,1.0,1.1,1.0,1.2056044314108902,4.529162593678713,0.0,0
-1.5846994933804872,-4.838709677419359,1.932082905,-2.5,-11.290322580645181,3.431306056,0.0,1.0,1.1,1.0,-2.0853698273053163,-0.7494297816878515,0.0,0
-11.488951603787914,-10.997067448680383,2.867546398,7.5,7.184750733137833,3.514559174,0.0,1.0,1.1,1.0,1.0019550342130827,1.0101010101010184,0.0,0
8.319552617026941,9.237536656891479,3.198691015,-7.5,-14.516129032258078,2.71575707,0.0,1.0,1.1,1.0,3.2583903551645355,3.6616161616161627,0.0,0
-21.393203714195348,-20.674486803519073,3.215003933,2.5,-4.252199413489734,2.153118561,0.0,1.0,1.1,1.0,-1.3400130335614158,-1.987618116650368,0.0,0
-21.393203714195348,-21.260997067448702,2.622289816,2.5,9.237536656891479,3.072631788,0.0,1.0,1.1,1.0,-1.9265232974910447,11.502117953730846,0.0,0
-1.5846994933804872,-2.1994134897360595,1.814961003,-2.5,-4.5454545454545325,1.886583716,0.0,1.0,1.1,1.0,0.5539263603779836,5.9954382535027975,0.0,0
-11.488951603787914,-11.290322580645181,2.110246811,-7.5,-17.741935483870975,3.032548156,0.0,1.0,1.1,1.0,0.7086999022482843,0.43580971000326585,0.0,0
8.319552617026941,6.011730205278582,2.783101321,7.5,10.41055718475073,2.999579239,0.0,1.0,1.1,1.0,0.03258390355163865,4.235907461713914,0.0,0
-21.393203714195348,-21.847507331378324,1.997499587,7.5,3.9589442815249356,2.581254051,0.0,1.0,1.1,1.0,-2.5130335614206665,-2.2157054415118793,0.0,0
-21.393203714195348,-20.967741935483875,2.847897515,2.5,2.7859237536656845,3.815642207,0.0,1.0,1.1,1.0,-1.6332681655262178,5.05050505050505,0.0,0
-1.5846994933804872,-2.7859237536656845,1.581871499,-2.5,-7.478005865102631,2.282251218,0.0,1.0,1.1,1.0,-0.03258390355164131,3.062886933854699,0.0,0
8.319552617026941,6.598240469208207,2.7406337,-7.5,-15.102639296187702,3.066715274,0.0,1.0,1.1,1.0,0.619094167481264,3.075105897686539,0.0,0
8.319552617026941,7.478005865102631,2.415433841,7.5,8.944281524926682,2.532074773,0.0,1.0,1.1,1.0,1.4988595633756878,2.769631801889867,0.0,0
-11.488951603787914,-12.756598240469229,1.943945911,-7.5,-18.035190615835802,2.416718451,0.0,1.0,1.1,1.0,-0.7575757575757631,0.14255457803843896,0.0,0
-1.5846994933804872,-2.7859237536656845,1.045408548,2.5,2.7859237536656845,3.531976251,0.0,1.0,1.1,1.0,-0.03258390355164131,5.05050505050505,0.0,0
-1.5846994933804872,-2.1994134897360595,2.350812158,-2.5,-13.636363636363654,4.814383527,0.0,1.0,1.1,1.0,0.5539263603779836,-3.0954708374063244,0.0,0
8.319552617026941,6.8914956011730055,2.629010043,7.5,5.131964809384158,2.932064571,0.0,1.0,1.1,1.0,0.9123492994460625,-1.042684913652657,0.0,0
-11.488951603787914,-13.343108504398856,2.162187048,2.5,7.771260997067429,3.481461172,0.0,1.0,1.1,1.0,-1.3440860215053902,10.035842293906796,0.0,0
8.319552617026941,3.9589442815249356,4.547385114,-7.5,-17.155425219941378,2.292383124,0.0,1.0,1.1,1.0,-2.0202020202020075,1.0223199739328628,0.0,0
8.319552617026941,6.8914956011730055,3.332001786,-2.5,-8.651026392961882,1.88216172,0.0,1.0,1.1,1.0,0.9123492994460625,1.8898664059954484,0.0,0
-1.5846994933804872,-2.4926686217008864,3.048521549,2.5,4.252199413489734,2.597196404,0.0,1.0,1.1,1.0,0.2606712284131567,6.5167807103291,0.0,0
-11.488951603787914,-12.463343108504432,1.999083908,-2.5,-7.771260997067429,1.531543817,0.0,1.0,1.1,1.0,-0.46432062561096643,2.7696318018899007,0.0,0
-11.488951603787914,-10.410557184750758,1.258748997,7.5,7.478005865102631,2.711112024,0.0,1.0,1.1,1.0,1.588465298142708,1.303356142065816,0.0,0
8.319552617026941,7.478005865102631,2.643177882,-7.5,-19.208211143695024,4.048319392,0.0,1.0,1.1,1.0,1.4988595633756878,-1.0304659498207833,0.0,0
-21.393203714195348,-19.794721407624653,2.112127043,7.5,3.0791788856304834,3.251825888,0.0,1.0,1.1,1.0,-0.4602476376669955,-3.0954708374063316,0.0,0
-11.488951603787914,-9.824046920821132,1.816501016,-2.5,-7.478005865102631,2.735763299,0.0,1.0,1.1,1.0,2.1749755620723334,3.062886933854699,0.0,0
-1.5846994933804872,-2.7859237536656845,0.832526881,2.5,2.4926686217008864,3.443128994,0.0,1.0,1.1,1.0,-0.03258390355164131,4.757249918540253,0.0,0
-21.393203714195348,-18.621700879765402,2.88225885,-7.5,-20.087976539589448,3.497612727,0.0,1.0,1.1,1.0,0.7127728901922552,-1.9102313457152071,0.0,0
-1.5846994933804872,-1.906158357771261,3.143072384,2.5,6.8914956011730055,2.681544646,0.0,1.0,1.1,1.0,0.8471814923427821,9.156076898012373,0.0,0
-11.488951603787914,-11.58357771260998,2.0505862,-7.5,-16.275659824046926,2.549627451,0.0,1.0,1.1,1.0,0.4154447702834858,1.902085369827315,0.0,0
-1.5846994933804872,-1.906158357771261,1.849325272,-2.5,-3.9589442815249356,2.484878215,0.0,1.0,1.1,1.0,0.8471814923427821,6.581948517432394,0.0,0
8.319552617026941,6.8914956011730055,3.515345503,7.5,9.824046920821104,5.948417335,0.0,1.0,1.1,1.0,0.9123492994460625,3.649397197784289,0.0,0
-21.393203714195348,-21.260997067448702,2.565686831,-7.5,-18.621700879765402,2.514461455,0.0,1.0,1.1,1.0,-1.9265232974910447,-0.4439556858911615,0.0,0
8.319552617026941,7.478005865102631,3.589178052,2.5,6.8914956011730055,2.931152591,0.0,1.0,1.1,1.0,1.4988595633756878,9.156076898012373,0.0,0
-1.5846994933804872,-1.906158357771261,1.925552414,-2.5,-11.290322580645181,3.231173282,0.0,1.0,1.1,1.0,0.8471814923427821,-0.7494297816878515,0.0,0
-21.393203714195348,-21.554252199413497,2.332503112,7.5,7.771260997067429,3.602070916,0.0,1.0,1.1,1.0,-2.2197784294558396,1.5966112740306144,0.0,0
-11.488951603787914,-11.58357771260998,1.747848285,2.5,1.906158357771261,2.198116374,0.0,1.0,1.1,1.0,0.4154447702834858,4.170739654610627,0.0,0
-11.488951603787914,-8.357771260997055,5.219859385,-2.5,-9.824046920821132,1.933192424,0.0,1.0,1.1,1.0,3.641251221896411,0.7168458781361977,0.0,0
