Stimulus Location V,Responses V,RTs V,Stimulus Location A,Responses A,RTs A,Phase,sesN,SD_V,V relative to A,deMean resp V,deMean resp A,outlier V,outlier A
19.70898174480091,7.184750733137833,1.582374758,-2.5,-8.651026392961882,2.163747273,0.0,1.0,8.7,-1.0,-9.302704463994782,-3.091397849462367,0.0,0
19.70898174480091,15.395894428152475,1.92327461,2.5,4.252199413489734,2.605405229,0.0,1.0,8.7,-1.0,-1.0915607689801394,-1.4703486477680006,0.0,0
-8.463305595822769,-5.131964809384158,1.259735947,-7.5,-11.876832844574807,1.672322645,0.0,1.0,8.7,-1.0,-0.6190941674812631,8.72434017595307,0.0,0
-8.463305595822769,-3.0791788856304834,1.29788651,7.5,11.290322580645153,1.591762128,0.0,1.0,8.7,-1.0,1.4336917562724114,-9.261974584555244,0.0,0
5.622838074489071,7.184750733137833,1.080824644,-7.5,-13.929618768328451,1.413435917,0.0,1.0,8.7,-1.0,1.832844574780065,6.671554252199426,0.0,0
5.622838074489071,8.651026392961882,1.199024227,2.5,9.237536656891479,1.598370564,0.0,1.0,8.7,-1.0,3.2991202346041133,3.514988595633744,0.0,0
-22.54944926613461,-18.3284457478006,1.749942375,7.5,13.929618768328424,2.248202279,0.0,1.0,8.7,-1.0,0.7209188660801686,-6.622678396871972,0.0,0
19.70898174480091,17.741935483870947,0.99904133,-2.5,-11.58357771260998,1.09660293,0.0,1.0,8.7,-1.0,1.2544802867383318,-6.023949169110465,0.0,0
19.70898174480091,17.448680351906148,0.915257581,-2.5,-6.304985337243409,1.576364821,0.0,1.0,8.7,-1.0,0.9612251547735333,-0.7453567937438939,0.0,0
-8.463305595822769,-4.5454545454545325,1.582058669,7.5,11.290322580645153,1.2433051,0.0,1.0,8.7,-1.0,-0.03258390355163776,-9.261974584555244,0.0,0
-22.54944926613461,-19.50146627565985,0.909063578,2.5,8.944281524926682,1.332663524,0.0,1.0,8.7,-1.0,-0.45210166177908206,3.221733463668947,0.0,0
-22.54944926613461,-20.674486803519073,1.496759173,-7.5,-17.741935483870975,1.514976906,0.0,1.0,8.7,-1.0,-1.6251221896383043,2.8592375366569023,0.0,0
5.622838074489071,3.3724340175953103,1.081790037,-7.5,-13.343108504398856,1.74714425,0.0,1.0,8.7,-1.0,-1.979472140762458,7.258064516129021,0.0,0
-8.463305595822769,-5.131964809384158,1.332463962,2.5,7.184750733137833,2.221073058,0.0,1.0,8.7,-1.0,-0.6190941674812631,1.4622026718800987,0.0,0
5.622838074489071,8.064516129032256,0.915717448,7.5,13.343108504398826,1.659920412,0.0,1.0,8.7,-1.0,2.712609970674488,-7.209188660801571,0.0,0
5.622838074489071,3.0791788856304834,1.091505329,-2.5,-11.290322580645181,1.415096911,0.0,1.0,8.7,-1.0,-2.272727272727285,-5.730694037145667,0.0,0
19.70898174480091,21.847507331378324,1.757376483,-7.5,-17.155425219941378,1.511858973,0.0,1.0,8.7,-1.0,5.360052134245709,3.445747800586499,0.0,0
19.70898174480091,14.22287390029325,0.997933273,2.5,8.357771260997055,1.332126665,0.0,1.0,8.7,-1.0,-2.2645812968393653,2.63522319973932,0.0,0
-8.463305595822769,-4.5454545454545325,1.33266806,7.5,15.689149560117302,1.499341356,0.0,1.0,8.7,-1.0,-0.03258390355163776,-4.863147605083094,0.0,0
19.70898174480091,19.208211143695024,0.915776783,-2.5,-6.8914956011730055,1.5816839,0.0,1.0,8.7,-1.0,2.7207559465624094,-1.3318670576734908,0.0,0
-22.54944926613461,-23.90029325513197,1.41459521,7.5,16.862170087976526,1.414128353,0.0,1.0,8.7,-1.0,-4.850928641251201,-3.6901270772238703,0.0,0
-22.54944926613461,7.184750733137833,1.082691663,-2.5,-8.357771260997055,1.259003605,0.0,1.0,8.7,-1.0,26.2341153470186,-2.79814271749754,1.0,0
-22.54944926613461,-24.78005865102641,1.511362813,2.5,10.117302052785902,1.431720849,0.0,1.0,8.7,-1.0,-5.730694037145639,4.394753991528168,0.0,0
5.622838074489071,3.665689149560109,1.166027223,-7.5,-15.395894428152504,1.425953164,0.0,1.0,8.7,-1.0,-1.6862170087976591,5.2052785923753735,0.0,0
-8.463305595822769,-2.4926686217008864,1.331638782,-7.5,-18.035190615835802,1.748282823,0.0,1.0,8.7,-1.0,2.0202020202020083,2.5659824046920754,0.0,0
5.622838074489071,3.3724340175953103,1.000142209,-2.5,-3.0791788856304834,1.165909526,0.0,1.0,8.7,-1.0,-1.979472140762458,2.4804496578690314,0.0,0
-8.463305595822769,-2.4926686217008864,1.09462842,2.5,11.583577712609952,1.430993908,0.0,1.0,8.7,-1.0,2.0202020202020083,5.861029651352217,0.0,0
-8.463305595822769,-0.7331378299120104,0.91851758,7.5,13.343108504398826,1.515122697,0.0,1.0,8.7,-1.0,3.7797328119908844,-7.209188660801571,0.0,0
19.70898174480091,16.568914956011724,1.08098709,-7.5,-14.22287390029328,1.413863023,0.0,1.0,8.7,-1.0,0.0814597588791095,6.3782991202345976,0.0,0
-22.54944926613461,-18.035190615835802,1.082592037,-2.5,-6.011730205278582,1.582341312,0.0,1.0,8.7,-1.0,1.014173998044967,-0.45210166177906697,0.0,0
19.70898174480091,15.689149560117302,0.999660008,2.5,7.184750733137833,1.391861688,0.0,1.0,8.7,-1.0,-0.7983056370153125,1.4622026718800987,0.0,0
5.622838074489071,10.997067448680355,1.582218508,7.5,9.237536656891479,1.240193627,0.0,1.0,8.7,-1.0,5.645161290322586,-11.314760508308918,0.0,0
